opportunity_id,account_id,account_name,outcome,created_date,close_date,segment,region,industry,product_tier,value_metric,list_acv,booked_acv,platform_fee_acv,usage_acv,term_months,quantity,rep_id,approved_by,competitor_present,lost_reason
OPP-00488,ACC-0276,Ridgeline Systems,closed_lost,2024-08-05,2024-11-04,Enterprise,EMEA,FinTech,Growth,consumption,285843.41,204699.95,0.0,204699.95,12,11952.0,REP-00,MGR-00,true,competitor
OPP-00489,ACC-0114,  Umbra Technologies LLC ,closed_won,2024-11-09,2025-02-28,Enterprise,NA,DevTools,Enterprise,hybrid,223939.19,170966.16,65525.3,105440.86,12,10565.0,REP-08,MGR-01,true,
OPP-00490,ACC-0127,ironclad data corp.,closed_won,2024-08-20,2024-10-30,SMB,EMEA,MarTech,Starter,hybrid,20755.69,17464.17,6046.18,11417.99,36,2857.0,REP-08,MGR-02,true,
OPP-00491,,Fathom Networks LLC,closed_won,2025-04-12,2025-05-04,MidMarket,NA,MarTech,Growth,hybrid,26343.88,22199.38,9552.19,12647.19,12,1815.0,REP-03,,false,
OPP-00492,,Juniper Cloud LLC,closed_lost,2024-12-20,2025-01-30,MidMarket,EMEA,Data/Analytics,Enterprise,hybrid,36692.4,28272.49,11314.8,16957.69,12,4613.0,REP-05,MGR-03,true,no_decision
OPP-00493,ACC-0226,Halcyon AI Corp.,closed_won,2025-03-19,2025-05-21,MidMarket,NA,DevTools,Scale,consumption,84292.16,78890.23,0.0,78890.23,12,3631.0,REP-09,,false,
OPP-00494,ACC-0264,Pinnacle Networks Co.,closed_won,2024-06-21,2024-07-23,SMB,NA,Data/Analytics,Starter,hybrid,8535.66,7843.61,2562.78,5280.83,24,939.0,REP-08,,false,
OPP-00495,ACC-0151,  Ridgeline Digital Co. ,closed_lost,2025-02-27,2025-04-15,MidMarket,EMEA,FinTech,Growth,consumption,42794.55,35064.11,0.0,35064.11,24,7931.0,REP-05,MGR-03,true,competitor
OPP-00496,ACC-0018,  Kestrel Corp. ,closed_won,2024-11-13,2025-02-20,SMB,NA,Security,Starter,seats,10456.61,8849.74,8849.74,0.0,12,5.0,REP-10,MGR-04,true,
OPP-00497,ACC-0101,Oasis Digital Co.,closed_won,2024-08-20,2024-10-15,MidMarket,NA,FinTech,Starter,hybrid,66698.89,62309.92,26551.48,35758.44,12,3801.0,REP-06,,false,
OPP-00498,,globex labs corp.,closed_won,2025-04-09,2025-06-10,SMB,EMEA,MarTech,Scale,consumption,15059.58,12963.86,0.0,12963.86,36,1014.0,REP-00,,true,
OPP-00499,ACC-0248,Aurora Software Corp.,closed_lost,2024-08-21,2024-10-24,SMB,EMEA,Data/Analytics,Growth,hybrid,9960.01,8782.06,5445.23,3336.83,24,472.0,REP-05,,false,price
OPP-00500,,"Initech Networks, Inc.",closed_lost,2024-06-10,2024-09-15,MidMarket,APAC,Data/Analytics,Growth,hybrid,85760.47,65612.87,23860.17,41752.7,12,5187.0,REP-02,,true,price
OPP-00501,ACC-0114,umbra technologies inc,closed_won,2024-10-03,2024-11-27,MidMarket,NA,Vertical SaaS,Starter,hybrid,36116.92,29933.7,12202.54,17731.16,24,1754.0,REP-08,MGR-03,false,
OPP-00502,ACC-0112,"Quartz AI, Inc.",closed_won,2024-11-12,2024-11-26,SMB,NA,MarTech,Scale,seats,23526.79,21216.23,21216.23,0.0,12,23.0,REP-01,,false,
OPP-00503,ACC-0253,Northwind AI LLC,closed_won,2024-06-08,2024-09-04,Enterprise,NA,Data/Analytics,Scale,seats,223397.17,188297.23,188297.23,0.0,36,185.0,REP-11,MGR-03,false,
OPP-00504,,Onyx AI Inc.,closed_won,2024-09-11,2024-12-02,MidMarket,NA,Data/Analytics,Growth,hybrid,62308.89,51747.85,20606.68,31141.17,12,10118.0,REP-07,MGR-03,false,
OPP-00505,ACC-0235,Globex Systems Co.,closed_won,2025-04-14,2025-06-12,MidMarket,NA,Vertical SaaS,Scale,consumption,111838.27,100996.13,0.0,100996.13,12,5534.0,REP-09,,false,
OPP-00506,ACC-0288,Aurora Technologies Corp.,closed_won,2024-08-02,2024-09-21,MidMarket,APAC,Security,Scale,hybrid,93822.34,72192.89,31124.35,41068.54,36,13892.0,REP-05,MGR-00,true,
OPP-00507,ACC-0134,umbra cloud,closed_lost,2025-02-17,2025-04-16,SMB,NA,DevTools,Growth,consumption,20917.12,18232.64,0.0,18232.64,36,1001.0,REP-00,,true,no_decision
OPP-00508,ACC-0226,Halcyon AI Inc,closed_won,2024-09-27,2024-11-03,MidMarket,EMEA,Infra/API,Growth,seats,108708.36,93265.29,93265.29,0.0,24,105.0,REP-05,,false,
OPP-00509,,northwind cloud co.,closed_lost,2024-12-07,2025-02-05,SMB,APAC,Data/Analytics,Scale,consumption,14337.12,12361.27,0.0,12361.27,12,727.0,REP-05,,true,no_decision
OPP-00510,ACC-0268,Meridian Systems Corp.,closed_lost,2024-08-18,2024-12-20,Enterprise,EMEA,Vertical SaaS,Scale,hybrid,353748.29,263927.14,109172.33,154754.81,24,59825.0,REP-05,MGR-03,false,competitor
OPP-00511,,Fathom Cloud Inc.,closed_lost,2024-12-25,2025-02-23,MidMarket,NA,DevTools,Growth,consumption,35806.12,29455.95,0.0,29455.95,12,5645.0,REP-02,MGR-02,true,product
OPP-00512,ACC-0211,Initech Digital Corp.,closed_won,2024-06-03,2024-07-07,MidMarket,APAC,Infra/API,Enterprise,consumption,24151.09,19516.9,0.0,19516.9,36,1613.0,REP-02,MGR-00,false,
OPP-00513,,Northwind Data LLC,closed_won,2024-10-29,2024-12-23,SMB,NA,Data/Analytics,Growth,consumption,10363.58,8543.84,0.0,8543.84,24,813.0,REP-01,MGR-00,false,
OPP-00514,ACC-0257,wavelength software inc,closed_won,2024-09-03,2024-09-10,MidMarket,NA,Data/Analytics,Scale,hybrid,38609.22,31660.79,16096.11,15564.68,24,2098.0,REP-05,MGR-02,false,
OPP-00515,ACC-0258,"IRONCLAD NETWORKS, INC.",closed_lost,2025-06-01,2025-06-08,MidMarket,NA,Infra/API,Growth,hybrid,63651.4,53913.41,31014.91,22898.5,12,6217.0,REP-02,MGR-00,false,product
OPP-00516,,"Juniper Networks, Inc.",closed_won,2025-01-06,2025-03-11,MidMarket,EMEA,Security,Starter,hybrid,46559.06,37915.54,16022.45,21893.09,12,2239.0,REP-07,MGR-04,true,
OPP-00517,ACC-0173,Monarch Networks LLC,closed_won,2025-05-09,2025-05-30,MidMarket,NA,Infra/API,Enterprise,consumption,76608.74,68454.58,0.0,68454.58,36,12897.0,REP-02,,false,
OPP-00518,ACC-0148,Solstice Corp.,closed_lost,2024-08-19,2024-09-28,MidMarket,NA,Data/Analytics,Scale,seats,81657.65,62233.51,62233.51,0.0,36,45.0,REP-05,,false,competitor
OPP-00519,ACC-0167,UMBRA INC.,closed_won,2025-02-12,2025-04-26,MidMarket,EMEA,Infra/API,Starter,hybrid,45156.05,39936.63,10652.88,29283.75,12,6310.0,REP-11,,true,
OPP-00520,ACC-0249,Monarch Labs Inc.,closed_lost,2024-12-07,2024-12-31,MidMarket,APAC,FinTech,Starter,consumption,75852.58,53902.58,0.0,53902.58,12,15256.0,REP-06,MGR-00,true,price
OPP-00521,ACC-0199,Solstice Technologies Co.,closed_won,2025-04-09,2025-06-05,SMB,NA,FinTech,Starter,consumption,18666.74,17424.79,0.0,17424.79,12,9874.0,REP-08,,false,
OPP-00522,,"Halcyon AI, Inc.",closed_won,2025-05-04,2025-05-30,MidMarket,EMEA,Vertical SaaS,Scale,seats,36001.15,31973.34,31973.34,0.0,12,15.0,REP-08,,false,
OPP-00523,ACC-0203,"  Vertex, Inc. ",closed_lost,2025-04-17,2025-05-31,MidMarket,NA,DevTools,Scale,hybrid,62516.14,52996.76,14337.71,38659.05,12,27803.0,REP-10,MGR-01,true,price
OPP-00524,,Zephyr Software Inc.,closed_lost,2024-11-08,2025-01-24,Enterprise,APAC,Security,Starter,consumption,190514.72,153396.03,0.0,153396.03,24,20284.0,REP-00,MGR-03,false,price
OPP-00525,ACC-0175,Monarch AI Co.,closed_lost,2024-06-11,2024-08-26,SMB,NA,Security,Starter,hybrid,19431.94,16101.11,8372.57,7728.54,36,3349.0,REP-08,MGR-04,true,product
OPP-00526,ACC-0113,"Acme Systems, Inc.",closed_won,2024-11-30,2025-02-02,SMB,NA,Data/Analytics,Starter,hybrid,10567.82,9740.2,3536.7,6203.5,12,793.0,REP-02,,false,
OPP-00527,ACC-0126,Globex Cloud Inc.,closed_won,2024-11-04,2025-02-11,MidMarket,NA,Infra/API,Starter,hybrid,43284.17,37338.46,16212.18,21126.28,24,9845.0,REP-03,,false,
OPP-00528,ACC-0033,Equinox Inc,closed_lost,2024-09-02,2024-10-26,MidMarket,EMEA,MarTech,Scale,consumption,55726.8,48450.01,0.0,48450.01,24,5283.0,REP-10,,false,competitor
OPP-00529,ACC-0055,Halcyon Technologies LLC,closed_won,2024-12-08,2025-01-25,SMB,NA,MarTech,Starter,hybrid,9139.39,8755.27,4358.45,4396.82,12,719.0,REP-04,,false,
OPP-00530,,RIDGELINE NETWORKS INC.,closed_won,2024-07-13,2024-10-12,SMB,EMEA,MarTech,Growth,hybrid,9266.85,8309.7,2952.96,5356.74,12,814.0,REP-06,,true,
OPP-00531,,QUARTZ DIGITAL CORP.,closed_lost,2025-03-23,2025-04-13,MidMarket,NA,DevTools,Growth,seats,45294.35,41229.0,41229.0,0.0,24,52.0,REP-05,,false,price
OPP-00532,ACC-0190,Lumen Labs LLC,closed_won,2024-12-06,2025-01-08,SMB,NA,DevTools,Starter,consumption,8702.13,7081.28,0.0,7081.28,12,1369.0,REP-01,MGR-03,true,
OPP-00533,,Quartz Digital Corp.,closed_won,2024-08-03,2024-08-30,SMB,NA,DevTools,Starter,consumption,13661.38,12547.61,0.0,12547.61,12,1457.0,REP-03,,false,
OPP-00534,ACC-0074,Solstice AI Co.,closed_won,2024-06-17,2024-08-23,SMB,NA,Infra/API,Scale,seats,7097.96,6284.92,6284.92,0.0,12,2.0,REP-01,,false,
OPP-00535,ACC-0129,Onyx Systems LLC,closed_won,2024-08-11,2024-09-08,MidMarket,EMEA,DevTools,Starter,seats,78422.67,68765.93,68765.93,0.0,12,39.0,REP-05,,false,
OPP-00536,ACC-0170,Vertex Systems Corp.,closed_won,2025-03-07,2025-05-22,MidMarket,NA,Security,Scale,seats,66042.82,53933.54,53933.54,0.0,12,38.0,REP-00,MGR-00,false,
OPP-00537,ACC-0299,Aurora Digital Corp.,closed_lost,2024-09-08,2024-12-09,MidMarket,EMEA,Vertical SaaS,Starter,hybrid,60571.97,57354.67,22295.99,35058.68,12,28093.0,REP-09,,false,price
OPP-00538,ACC-0153,Initech Cloud Inc,closed_lost,2024-10-22,2024-11-03,SMB,NA,DevTools,Growth,consumption,13463.49,13419.7,0.0,13419.7,12,1188.0,REP-06,,false,competitor
OPP-00539,,KESTREL TECHNOLOGIES LLC,closed_won,2024-08-07,2024-08-26,MidMarket,NA,Security,Scale,seats,52039.5,46944.73,46944.73,0.0,24,26.0,REP-00,,false,
OPP-00540,ACC-0096,catalyst,closed_won,2025-04-13,2025-05-25,SMB,NA,DevTools,Enterprise,consumption,9282.62,8327.45,0.0,8327.45,24,3348.0,REP-11,,true,
OPP-00541,ACC-0134,Umbra Cloud Inc,closed_lost,2025-02-05,2025-03-24,MidMarket,NA,Security,Growth,seats,89502.09,69021.11,69021.11,0.0,24,93.0,REP-03,MGR-03,false,product
OPP-00542,,  Zephyr Data LLC ,closed_won,2025-02-22,2025-06-23,SMB,APAC,Infra/API,Scale,seats,14375.5,11742.35,11742.35,0.0,36,6.0,REP-04,MGR-04,true,
OPP-00543,,Tessera Data Inc,closed_won,2024-09-06,2024-10-24,SMB,NA,Data/Analytics,Growth,consumption,5630.12,5149.99,0.0,5149.99,12,611.0,REP-05,,true,
OPP-00544,ACC-0073,Solstice Data Inc,closed_won,2025-04-05,2025-06-13,MidMarket,NA,Vertical SaaS,Enterprise,hybrid,25796.74,21450.07,10593.71,10856.36,12,2091.0,REP-06,MGR-04,false,
OPP-00545,,Cobalt Networks Inc.,closed_won,2024-12-01,2025-02-07,SMB,EMEA,MarTech,Starter,hybrid,10814.06,9139.63,4259.91,4879.72,36,688.0,REP-08,,true,
OPP-00546,,CATALYST DATA INC,closed_lost,2025-03-25,2025-05-08,SMB,NA,Security,Growth,hybrid,6469.33,5838.35,3618.46,2219.89,12,411.0,REP-06,,false,no_decision
OPP-00547,ACC-0284,Catalyst Labs Co.,closed_won,2024-08-05,2024-10-17,SMB,EMEA,DevTools,Starter,hybrid,11434.88,9843.76,4961.26,4882.5,24,875.0,REP-07,,true,
OPP-00548,ACC-0084,"Vantage AI, Inc.",closed_won,2024-11-13,2024-12-16,SMB,EMEA,Infra/API,Starter,hybrid,5986.1,5599.06,3499.27,2099.79,12,985.0,REP-03,,false,
OPP-00549,ACC-0266,"Equinox Digital, Inc.",closed_won,2025-03-27,2025-05-08,SMB,APAC,DevTools,Starter,hybrid,10395.6,8757.83,3596.47,5161.36,12,428.0,REP-08,MGR-02,true,
OPP-00550,ACC-0256,  aurora cloud inc. ,closed_lost,2025-06-07,2025-06-14,MidMarket,NA,DevTools,Scale,seats,42728.61,38558.6,38558.6,0.0,12,41.0,REP-10,,false,price
OPP-00551,,Acme Systems Inc.,closed_lost,2024-05-01,2024-07-09,Enterprise,NA,Security,Starter,hybrid,323766.99,210675.7,81980.04,128695.66,24,73419.0,REP-01,MGR-04,true,price
OPP-00552,ACC-0100,  Oasis AI Inc. ,closed_won,2024-10-24,2024-12-02,MidMarket,NA,DevTools,Starter,seats,32082.02,28261.26,28261.26,0.0,36,15.0,REP-01,,false,
OPP-00553,ACC-0080,Monarch Technologies LLC,closed_lost,2024-12-24,2025-02-10,SMB,EMEA,Infra/API,Starter,consumption,7378.43,6376.07,0.0,6376.07,36,474.0,REP-02,,true,competitor
OPP-00554,ACC-0095,Acme Data LLC,closed_won,2024-12-28,2025-02-13,SMB,EMEA,Vertical SaaS,Starter,hybrid,35478.58,33096.81,18447.13,14649.68,12,1602.0,REP-03,,false,
OPP-00555,ACC-0265,Meridian Cloud Inc,closed_lost,2024-10-03,2024-12-02,MidMarket,APAC,Security,Scale,seats,43297.3,34264.77,34264.77,0.0,12,18.0,REP-03,MGR-04,true,price
OPP-00556,ACC-0093,Tessera AI Co.,closed_won,2025-03-04,2025-06-12,SMB,NA,MarTech,Growth,hybrid,8576.21,8576.21,1483.34,7092.87,24,1257.0,REP-09,,false,
OPP-00557,ACC-0148,Solstice Inc.,closed_won,2024-06-14,2024-07-12,MidMarket,NA,FinTech,Growth,hybrid,90489.06,83693.84,47963.75,35730.09,12,18204.0,REP-03,,false,
OPP-00558,ACC-0280,"Aurora AI, Inc.",closed_won,2025-03-13,2025-04-13,SMB,NA,Data/Analytics,Scale,consumption,19634.11,17409.39,0.0,17409.39,24,931.0,REP-10,,true,
OPP-00559,ACC-0205,Quartz Labs Inc,closed_won,2024-10-25,2024-11-24,MidMarket,EMEA,Security,Growth,hybrid,51099.81,47010.41,25826.02,21184.39,12,4694.0,REP-09,,false,
OPP-00560,ACC-0039,Tessera Technologies Corp.,closed_won,2025-05-28,2025-06-25,SMB,NA,Data/Analytics,Starter,hybrid,15596.47,13374.23,4682.51,8691.72,12,696.0,REP-11,,false,
OPP-00561,ACC-0021,Juniper Cloud,closed_won,2025-02-02,2025-04-23,MidMarket,NA,Data/Analytics,Starter,seats,64390.09,61011.33,61011.33,0.0,12,75.0,REP-11,,false,
OPP-00562,ACC-0067,QUARTZ CO.,closed_lost,2024-12-21,2025-01-24,MidMarket,NA,FinTech,Growth,hybrid,33200.7,28467.81,10262.88,18204.93,12,2576.0,REP-00,,false,no_decision
OPP-00563,,  Tessera Co. ,closed_won,2024-05-29,2024-08-19,MidMarket,NA,DevTools,Scale,seats,85485.27,73958.13,73958.13,0.0,12,53.0,REP-08,,true,
OPP-00564,,Equinox Cloud,closed_won,2024-12-18,2024-12-31,MidMarket,EMEA,Security,Starter,hybrid,85342.37,68544.57,39349.53,29195.04,12,10371.0,REP-10,MGR-01,false,
OPP-00565,,TESSERA AI CORP.,closed_lost,2024-10-25,2024-12-11,MidMarket,EMEA,Vertical SaaS,Starter,hybrid,44245.79,37461.64,10542.82,26918.82,36,4921.0,REP-00,MGR-00,true,product
OPP-00566,,Onyx Digital Corp.,closed_lost,2024-06-02,2024-07-11,MidMarket,EMEA,Vertical SaaS,Scale,hybrid,67721.06,56893.31,31444.11,25449.2,12,6483.0,REP-01,MGR-01,false,competitor
OPP-00567,ACC-0148,Solstice,closed_won,2025-04-03,2025-06-29,SMB,NA,Vertical SaaS,Growth,seats,12188.5,10948.53,10948.53,0.0,24,10.0,REP-03,,false,
OPP-00568,ACC-0022,Onyx Software LLC,closed_lost,2024-04-23,2024-07-16,MidMarket,EMEA,Vertical SaaS,Starter,consumption,138435.74,119397.47,0.0,119397.47,36,16027.0,REP-02,,true,price
OPP-00569,,Fathom Digital Inc.,closed_lost,2024-09-16,2025-02-03,Enterprise,EMEA,FinTech,Starter,consumption,265804.68,212893.39,0.0,212893.39,12,17359.0,REP-09,MGR-02,true,no_decision
OPP-00570,ACC-0298,Catalyst Digital,closed_lost,2024-11-07,2024-12-12,SMB,APAC,Vertical SaaS,Growth,hybrid,13366.73,11414.09,7364.28,4049.81,24,1618.0,REP-01,,true,product
OPP-00571,ACC-0126,Globex Cloud Inc.,closed_won,2024-12-27,2025-03-06,SMB,EMEA,Data/Analytics,Scale,seats,9823.47,8951.9,8951.9,0.0,24,5.0,REP-11,,true,
OPP-00572,ACC-0083,Juniper Data,closed_won,2025-02-13,2025-03-26,MidMarket,NA,Security,Growth,hybrid,48574.65,38251.94,16576.34,21675.6,12,3161.0,REP-04,,false,
OPP-00573,,Aurora Software Corp.,closed_lost,2024-10-12,2024-11-11,SMB,NA,FinTech,Scale,hybrid,12060.11,10280.05,5605.56,4674.49,12,670.0,REP-07,,false,timing
OPP-00574,ACC-0139,Fathom Networks Inc.,closed_won,2025-04-12,2025-05-31,SMB,NA,FinTech,Growth,hybrid,26272.66,23614.5,12673.63,10940.87,36,3052.0,REP-04,,false,
OPP-00575,,Aurora Software Inc.,closed_won,2024-09-24,2024-11-13,MidMarket,NA,Infra/API,Starter,hybrid,62736.88,55374.18,19909.57,35464.61,36,6237.0,REP-04,,false,
OPP-00576,,Globex Labs,closed_lost,2025-04-21,2025-06-30,SMB,EMEA,Security,Starter,consumption,8613.45,6792.9,0.0,6792.9,12,1177.0,REP-10,MGR-02,true,no_decision
OPP-00577,ACC-0142,Lumen Cloud,closed_won,2024-07-31,2024-10-09,SMB,EMEA,FinTech,Growth,consumption,7377.01,6922.61,0.0,6922.61,12,1559.0,REP-04,,true,
OPP-00578,ACC-0243,northwind networks inc.,closed_lost,2024-09-22,2024-12-06,MidMarket,NA,DevTools,Starter,hybrid,70663.74,65298.51,33897.77,31400.74,12,2830.0,REP-11,,false,product
OPP-00579,ACC-0230,COBALT CLOUD INC.,closed_won,2025-01-18,2025-03-16,MidMarket,NA,Data/Analytics,Enterprise,hybrid,57349.64,51651.12,17294.81,34356.31,36,3757.0,REP-07,,false,
OPP-00580,ACC-0203,Vertex Co.,closed_won,2024-09-25,2024-11-04,SMB,NA,DevTools,Starter,hybrid,7288.72,6924.6,4641.3,2283.3,24,1297.0,REP-04,,false,
OPP-00581,ACC-0137,Lattice Networks Co.,closed_won,2024-07-01,2024-10-28,MidMarket,NA,Data/Analytics,Scale,seats,53946.76,42745.27,42745.27,0.0,12,24.0,REP-10,MGR-02,true,
OPP-00582,,Quartz Cloud Co.,closed_won,2024-12-24,2025-01-31,SMB,NA,DevTools,Enterprise,consumption,28413.49,23837.32,0.0,23837.32,12,1377.0,REP-03,MGR-04,true,
OPP-00583,ACC-0112,Quartz AI Inc,closed_won,2025-04-14,2025-06-12,MidMarket,APAC,MarTech,Growth,consumption,65638.63,59081.47,0.0,59081.47,24,4969.0,REP-04,,false,
OPP-00584,ACC-0197,Ridgeline Software Inc,closed_lost,2025-03-25,2025-04-01,SMB,APAC,Vertical SaaS,Scale,consumption,15927.14,15538.25,0.0,15538.25,24,1016.0,REP-10,,false,product
OPP-00585,,  Acme Digital Corp. ,closed_lost,2024-11-08,2025-02-16,Enterprise,EMEA,DevTools,Starter,hybrid,160967.44,126354.84,78840.12,47514.72,12,11876.0,REP-02,MGR-03,false,timing
OPP-00586,ACC-0090,  PINNACLE CLOUD INC ,closed_lost,2024-11-04,2024-12-01,SMB,EMEA,DevTools,Enterprise,hybrid,10072.35,9657.52,2142.96,7514.56,12,516.0,REP-10,,false,no_decision
OPP-00587,ACC-0060,initech data llc,closed_won,2025-03-25,2025-06-20,SMB,NA,Vertical SaaS,Starter,hybrid,14780.15,12417.81,6414.64,6003.17,12,701.0,REP-00,MGR-01,true,
OPP-00588,,Zephyr Systems Inc.,closed_won,2024-05-25,2024-07-11,MidMarket,EMEA,Infra/API,Growth,consumption,36864.31,31044.46,0.0,31044.46,36,2337.0,REP-00,,false,
OPP-00589,ACC-0094,Ironclad Cloud LLC,closed_won,2024-04-04,2024-08-13,Enterprise,APAC,MarTech,Growth,hybrid,204915.12,169027.26,58198.67,110828.59,36,31875.0,REP-01,MGR-04,false,
OPP-00590,ACC-0155,Nimbus Co.,closed_lost,2024-12-30,2025-01-30,MidMarket,APAC,Vertical SaaS,Starter,hybrid,30352.98,25588.97,13310.69,12278.28,12,1239.0,REP-07,,false,no_decision
OPP-00591,ACC-0211,Initech Digital Inc.,closed_won,2025-01-30,2025-03-23,SMB,EMEA,Infra/API,Starter,hybrid,5610.34,5250.21,2726.72,2523.49,12,854.0,REP-10,,false,
OPP-00592,ACC-0240,Initech Networks Inc,closed_lost,2024-06-18,2024-10-10,MidMarket,NA,Security,Scale,hybrid,103179.25,77833.38,22905.86,54927.52,12,32077.0,REP-10,MGR-02,true,product
OPP-00593,ACC-0231,UMBRA SYSTEMS LLC,closed_won,2024-11-01,2024-12-17,SMB,EMEA,DevTools,Growth,hybrid,14171.81,12098.69,4262.29,7836.4,36,7880.0,REP-07,,false,
OPP-00594,ACC-0153,Initech Cloud LLC,closed_won,2025-01-06,2025-04-17,Enterprise,NA,Vertical SaaS,Growth,hybrid,395587.42,314858.77,169260.92,145597.85,12,110907.0,REP-07,MGR-01,false,
OPP-00595,ACC-0017,Aurora Data Corp.,closed_won,2024-05-30,2024-07-10,MidMarket,NA,DevTools,Scale,hybrid,95191.71,92016.73,48406.27,43610.46,12,4054.0,REP-11,,false,
OPP-00596,,Oasis Co.,closed_won,2025-01-01,2025-04-01,SMB,NA,Vertical SaaS,Scale,hybrid,6771.01,6771.01,3079.53,3691.48,36,455.0,REP-11,,false,
OPP-00597,ACC-0219,"JUNIPER SYSTEMS, INC.",closed_won,2024-10-20,2024-12-13,SMB,NA,Security,Scale,hybrid,17475.25,16286.5,6835.69,9450.81,12,13911.0,REP-00,,false,
OPP-00598,,Monarch Digital Inc.,closed_lost,2024-12-14,2025-02-17,MidMarket,NA,Security,Growth,hybrid,123730.94,98083.99,54978.29,43105.7,12,7585.0,REP-06,,true,timing
OPP-00599,,Juniper Inc.,closed_won,2025-02-16,2025-04-17,SMB,EMEA,DevTools,Enterprise,hybrid,8330.38,7654.68,3692.86,3961.82,12,437.0,REP-04,,false,
OPP-00600,,Tessera Labs Inc,closed_won,2024-12-28,2025-02-22,MidMarket,NA,DevTools,Scale,hybrid,76935.94,61038.96,30095.15,30943.81,24,3229.0,REP-01,MGR-04,true,
OPP-00601,,catalyst cloud inc,closed_won,2025-04-04,2025-06-01,MidMarket,NA,Infra/API,Starter,seats,29121.33,27237.12,27237.12,0.0,12,15.0,REP-09,,false,
OPP-00602,,Solstice Data Corp.,closed_lost,2025-04-08,2025-06-15,MidMarket,NA,Vertical SaaS,Scale,hybrid,58582.13,51452.61,19796.55,31656.06,12,2802.0,REP-06,,false,product
OPP-00603,ACC-0018,Kestrel Inc.,closed_won,2024-11-16,2024-12-25,MidMarket,NA,Data/Analytics,Scale,hybrid,64201.13,48686.06,21521.62,27164.44,12,5700.0,REP-07,MGR-01,true,
OPP-00604,,Zephyr Technologies Inc,closed_won,2024-10-23,2024-11-30,MidMarket,NA,Infra/API,Enterprise,hybrid,82809.09,80835.26,32631.76,48203.5,12,40499.0,REP-06,,false,
OPP-00605,ACC-0204,Monarch Data Inc.,closed_lost,2024-08-07,2024-10-23,SMB,APAC,Security,Scale,seats,11901.73,10332.94,10332.94,0.0,12,9.0,REP-00,,true,price
OPP-00606,ACC-0173,  MONARCH NETWORKS CO. ,closed_won,2024-08-03,2024-11-28,SMB,NA,DevTools,Enterprise,seats,10948.0,10381.74,10381.74,0.0,24,5.0,REP-10,,false,
OPP-00607,ACC-0073,Solstice Data Co.,closed_won,2024-08-07,2024-09-30,SMB,NA,Infra/API,Scale,seats,11919.55,9318.17,9318.17,0.0,12,5.0,REP-04,,true,
OPP-00608,ACC-0108,Zephyr AI Inc.,closed_won,2024-06-23,2024-08-27,MidMarket,EMEA,Data/Analytics,Growth,hybrid,39475.63,33377.37,21021.64,12355.73,12,1657.0,REP-02,MGR-04,false,
OPP-00609,ACC-0193,Meridian Technologies Corp.,closed_won,2025-02-25,2025-03-13,SMB,NA,FinTech,Starter,hybrid,9214.91,8328.51,4966.62,3361.89,12,466.0,REP-07,,false,
OPP-00610,,Umbra Technologies,closed_lost,2024-12-29,2025-02-27,MidMarket,EMEA,DevTools,Enterprise,consumption,36627.68,28636.79,0.0,28636.79,12,2857.0,REP-03,,true,product
OPP-00611,ACC-0112,Quartz AI Inc.,closed_lost,2024-06-02,2024-07-14,SMB,NA,Data/Analytics,Scale,hybrid,29984.43,29984.43,7442.03,22542.4,24,2086.0,REP-08,,false,price
OPP-00612,ACC-0081,cobalt software,closed_won,2024-07-11,2024-10-10,MidMarket,NA,Data/Analytics,Scale,seats,43471.19,37314.81,37314.81,0.0,24,19.0,REP-06,,true,
OPP-00613,,  Onyx Corp. ,closed_won,2024-08-16,2024-10-30,MidMarket,NA,DevTools,Starter,seats,77295.04,63850.08,63850.08,0.0,24,47.0,REP-05,MGR-02,false,
OPP-00614,ACC-0267,halcyon systems inc.,closed_won,2025-04-18,2025-06-02,SMB,NA,FinTech,Enterprise,hybrid,12005.56,10868.49,4992.74,5875.75,12,1220.0,REP-01,,false,
OPP-00615,,Tessera Cloud Inc,closed_won,2025-03-26,2025-05-28,SMB,EMEA,Vertical SaaS,Growth,consumption,10883.3,9658.77,0.0,9658.77,24,1243.0,REP-02,,false,
OPP-00616,ACC-0087,QUARTZ DIGITAL CORP.,closed_lost,2024-10-29,2025-02-05,SMB,NA,Security,Starter,hybrid,18405.74,16818.15,7976.23,8841.92,36,2533.0,REP-10,,true,product
OPP-00617,ACC-0142,Lumen Cloud Inc.,closed_lost,2025-04-21,2025-06-28,MidMarket,EMEA,Data/Analytics,Starter,seats,62995.31,48677.64,48677.64,0.0,12,30.0,REP-11,MGR-00,false,product
OPP-00618,ACC-0057,"Initech Systems, Inc.",closed_won,2024-12-02,2025-01-31,MidMarket,EMEA,Data/Analytics,Starter,hybrid,54715.09,45651.78,29204.06,16447.72,12,15445.0,REP-06,MGR-03,false,
OPP-00619,ACC-0157,Ridgeline AI Inc.,closed_won,2024-09-09,2024-10-04,SMB,NA,Vertical SaaS,Growth,consumption,11397.01,8906.4,0.0,8906.4,24,610.0,REP-05,,true,
OPP-00620,ACC-0265,"meridian cloud, inc.",closed_won,2024-08-10,2024-08-27,SMB,NA,Infra/API,Starter,hybrid,8737.57,7914.68,3188.82,4725.86,12,546.0,REP-02,,false,
